'charged', 'aliphatic', 'aromatic', 'polar', 'neutral', 'hydrophobic', 'positively_charged', 'negatively_charged', 'tiny', 'small', 'large',Label
17.549, 27.437, 11.838, 22.284, 36.49, 41.226, 9.331, 8.217, 33.287, 51.95, 14.763,sugar
13.873, 25.723, 16.474, 16.474, 41.329, 42.197, 8.671, 5.202, 33.237, 48.266, 18.497,sugar
11.573, 28.19, 13.353, 19.288, 37.685, 43.027, 7.715, 3.858, 35.312, 49.852, 14.837,sugar
14.718, 27.621, 11.492, 21.573, 37.097, 41.331, 7.661, 7.056, 33.871, 51.411, 14.718,sugar
15.527, 24.03, 14.603, 21.442, 39.002, 39.556, 8.503, 7.024, 35.675, 46.396, 17.93,sugar
14.612, 25.342, 18.721, 17.58, 38.356, 44.064, 8.904, 5.708, 30.594, 50.685, 18.721,sugar
20.432, 22.591, 13.621, 25.249, 38.206, 36.545, 10.963, 9.468, 36.877, 46.512, 16.611,sugar
16.416, 28.464, 12.801, 19.578, 37.952, 42.47, 9.036, 7.38, 33.584, 51.506, 14.91,sugar
15.217, 29.076, 13.587, 19.837, 37.5, 42.663, 9.239, 5.978, 33.967, 50.272, 15.761,sugar
13.813, 25.875, 15.175, 21.206, 35.409, 43.385, 7.588, 6.226, 30.934, 51.556, 17.51,sugar
13.197, 25.093, 11.524, 16.729, 44.981, 38.29, 8.364, 4.833, 41.822, 44.61, 13.569,sugar
15.737, 28.088, 11.753, 19.522, 37.45, 43.028, 8.964, 6.773, 33.665, 50.996, 15.339,sugar
21.782, 25.743, 7.921, 27.723, 36.634, 35.644, 11.881, 9.901, 35.644, 57.426, 6.931,sugar
16.959, 28.655, 17.251, 23.684, 33.333, 42.982, 11.988, 4.971, 28.947, 52.339, 18.713,sugar
14.63, 27.593, 13.519, 18.704, 40.37, 40.926, 8.519, 6.111, 34.444, 51.296, 14.259,sugar
14.688, 28.042, 12.018, 18.843, 40.356, 40.801, 7.864, 6.825, 34.421, 51.484, 14.095,sugar
15.686, 29.692, 18.207, 19.608, 36.695, 43.697, 10.084, 5.602, 29.412, 53.221, 17.367,sugar
12.613, 30.33, 12.312, 20.12, 36.036, 43.844, 8.108, 4.505, 31.832, 54.655, 13.514,sugar
13.556, 30.059, 10.02, 20.039, 40.079, 39.882, 7.073, 6.483, 33.595, 52.063, 14.342,sugar
17.535, 23.09, 14.931, 22.917, 38.715, 38.368, 9.028, 8.507, 35.417, 47.396, 17.188,sugar
18.019, 23.052, 11.526, 26.299, 37.987, 35.714, 8.766, 9.253, 37.5, 48.052, 14.448,sugar
23.539, 25.543, 9.85, 28.381, 36.561, 35.058, 12.855, 10.684, 35.559, 50.417, 14.023,sugar
14.137, 27.53, 12.5, 17.56, 41.071, 41.369, 7.887, 6.25, 36.161, 47.917, 15.923,sugar
11.93, 28.421, 8.421, 17.544, 41.053, 41.404, 8.07, 3.86, 36.491, 50.526, 12.982,sugar
15.779, 28.402, 14.596, 20.513, 35.7, 43.787, 8.876, 6.903, 32.544, 50.493, 16.963,sugar
14.953, 24.486, 11.963, 18.318, 43.178, 38.505, 8.972, 5.981, 40.748, 44.486, 14.766,sugar
15.248, 28.713, 11.287, 21.386, 37.228, 41.386, 8.515, 6.733, 33.465, 51.881, 14.653,sugar
29.87, 24.675, 8.442, 37.013, 30.519, 32.468, 11.688, 18.182, 31.169, 57.143, 11.688,sugar
13.376, 33.758, 13.376, 17.834, 36.306, 45.86, 8.28, 5.096, 31.847, 52.866, 15.287,sugar
12.67, 29.412, 15.385, 19.457, 37.557, 42.986, 7.692, 4.977, 32.127, 48.869, 19.005,sugar
12.587, 24.942, 14.219, 16.783, 43.823, 39.394, 7.459, 5.128, 38.928, 44.988, 16.084,sugar
12.939, 27.726, 10.166, 16.636, 45.656, 37.708, 7.763, 5.176, 40.296, 46.026, 13.678,sugar
14.371, 31.337, 11.377, 21.158, 35.928, 42.914, 7.186, 7.186, 30.339, 55.489, 14.172,sugar
17.75, 22.671, 14.938, 22.671, 38.313, 39.016, 8.612, 9.139, 35.852, 46.397, 17.75,sugar
14.786, 25.292, 13.619, 23.541, 38.521, 37.938, 7.782, 7.004, 34.436, 49.027, 16.537,sugar
17.254, 25.974, 10.019, 21.15, 42.115, 36.735, 10.39, 6.865, 36.92, 48.794, 14.286,sugar
10.459, 28.316, 12.5, 16.071, 38.52, 45.408, 6.633, 3.827, 35.459, 48.214, 16.327,sugar
19.332, 21.968, 14.587, 25.835, 38.313, 35.852, 10.018, 9.315, 36.204, 46.397, 17.399,sugar
15.789, 24.366, 12.281, 19.688, 41.91, 38.402, 9.162, 6.628, 39.376, 46.004, 14.62,sugar
15.789, 27.53, 14.17, 22.672, 34.413, 42.915, 9.717, 6.073, 32.389, 52.227, 15.385,sugar
11.864, 28.814, 19.661, 16.949, 39.322, 43.729, 6.78, 5.085, 31.525, 45.763, 22.712,sugar
15.818, 27.078, 11.796, 22.788, 37.265, 39.946, 9.383, 6.434, 34.316, 50.67, 15.013,sugar
10.264, 36.07, 6.158, 16.422, 37.83, 45.748, 6.452, 3.812, 36.364, 53.666, 9.971,sugar
15.827, 27.818, 13.669, 20.863, 40.528, 38.609, 11.271, 4.556, 31.894, 53.957, 14.149,sugar
15.733, 28.017, 12.284, 20.043, 37.5, 42.457, 9.483, 6.25, 34.052, 50.431, 15.517,sugar
14.837, 28.455, 12.602, 20.935, 36.992, 42.073, 8.537, 6.301, 31.301, 52.846, 15.854,sugar
